guess	qty	min	max 	ave 	lw/max	p2
coram	129	1	0556	24.56	05.7	4,562
butle	129	1	0497	24.56	06.4	4,590
short	129	1	0623	24.56	05.1	4,748
seria	128	1	0240	24.75	13.2	1,986
porae	128	1	0287	24.75	11.0	2,175
rione	128	1	0294	24.75	10.8	2,220
tinea	128	1	0301	24.75	10.5	2,299
aisle	128	1	0315	24.75	10.1	2,310
sager	128	1	0354	24.75	09.0	2,380
morae	128	1	0303	24.75	10.5	2,389
potae	128	1	0305	24.75	10.4	2,389
dates	128	1	0361	24.75	08.8	2,409
amore	128	1	0303	24.75	10.5	2,561
losen	128	1	0306	24.75	10.4	2,609
sabre	128	1	0372	24.75	08.5	2,625
claes	128	1	0345	24.75	09.2	2,665
naled	128	1	0398	24.75	08.0	2,708
cadie	128	1	0358	24.75	08.9	2,748
pilea	128	1	0331	24.75	09.6	2,776
tenia	128	1	0324	24.75	09.8	2,791
liard	128	1	0383	24.75	08.3	2,839
loran	128	1	0358	24.75	08.9	2,898
stair	128	1	0423	24.75	07.5	2,902
tiers	128	1	0362	24.75	08.8	2,945
narod	128	1	0405	24.75	07.8	2,966
anger	128	1	0401	24.75	07.9	3,013
shore	128	1	0373	24.75	08.5	3,024
retam	128	1	0377	24.75	08.4	3,027
sonde	128	1	0386	24.75	08.2	3,035
steal	128	1	0408	24.75	07.8	3,062
haled	128	1	0415	24.75	07.6	3,076
poset	128	1	0387	24.75	08.2	3,082
oiled	128	1	0365	24.75	08.7	3,085
shire	128	1	0387	24.75	08.2	3,089
morne	128	1	0399	24.75	07.9	3,102
tilde	128	1	0450	24.75	07.0	3,105
sured	128	1	0459	24.75	06.9	3,119
conte	128	1	0400	24.75	07.9	3,130
baste	128	1	0392	24.75	08.1	3,187
radge	128	1	0456	24.75	07.0	3,189
pelta	128	1	0371	24.75	08.5	3,208
regal	128	1	0374	24.75	08.5	3,227
dotal	128	1	0424	24.75	07.5	3,248
raith	128	1	0471	24.75	06.7	3,369
datil	128	1	0471	24.75	06.7	3,394
horde	128	1	0477	24.75	06.6	3,398
metal	128	1	0407	24.75	07.8	3,414
hired	128	1	0475	24.75	06.7	3,467
grone	128	1	0445	24.75	07.1	3,504
reach	128	1	0408	24.75	07.8	3,553
filer	128	1	0440	24.75	07.2	3,576
prent	128	1	0432	24.75	07.3	3,600
slain	128	1	0511	24.75	06.2	3,660
crome	128	1	0465	24.75	06.8	3,716
scape	128	1	0430	24.75	07.4	3,735
aloin	128	1	0439	24.75	07.2	3,768
argot	128	1	0463	24.75	06.8	3,780
feast	128	1	0433	24.75	07.3	3,810
board	128	1	0517	24.75	06.1	3,858
crost	128	1	0561	24.75	05.7	3,923
piste	128	1	0485	24.75	06.5	3,928
medal	128	1	0468	24.75	06.8	3,928
ramon	128	1	0479	24.75	06.6	3,936
moran	128	1	0479	24.75	06.6	3,967
sutor	128	1	0557	24.75	05.7	3,975
shine	128	1	0495	24.75	06.4	4,054
snipe	128	1	0470	24.75	06.7	4,098
ridge	128	1	0535	24.75	05.9	4,099
pured	128	1	0551	24.75	05.8	4,123
pucer	128	1	0503	24.75	06.3	4,172
belit	128	1	0463	24.75	06.8	4,177
demit	128	1	0525	24.75	06.0	4,287
saith	128	1	0592	24.75	05.4	4,312
singe	128	1	0503	24.75	06.3	4,398
chert	128	1	0503	24.75	06.3	4,762
sprit	128	1	0639	24.75	05.0	4,807
bulse	128	1	0533	24.75	05.9	5,045
shent	128	1	0607	24.75	05.2	5,133
suint	128	1	0767	24.75	04.1	5,677
arose	127	1	0238	24.95	13.3	1,795
rales	127	1	0287	24.95	11.0	1,838
alose	127	1	0304	24.95	10.4	2,177
lears	127	1	0287	24.95	11.0	2,247
alone	127	1	0304	24.95	10.4	2,253
riles	127	1	0311	24.95	10.2	2,256
haler	127	1	0319	24.95	09.9	2,264
toise	127	1	0353	24.95	09.0	2,349
noser	127	1	0311	24.95	10.2	2,368
aloed	127	1	0300	24.95	10.6	2,369
danse	127	1	0358	24.95	08.9	2,429
rines	127	1	0347	24.95	09.1	2,513
drole	127	1	0404	24.95	07.8	2,550
tapen	127	1	0352	24.95	09.0	2,654
sonar	127	1	0387	24.95	08.2	2,690
teads	127	1	0361	24.95	08.8	2,760
score	127	1	0346	24.95	09.2	2,789
morel	127	1	0385	24.95	08.2	2,796
toras	127	1	0392	24.95	08.1	2,807
sorta	127	1	0392	24.95	08.1	2,846
drail	127	1	0383	24.95	08.3	2,856
rotas	127	1	0392	24.95	08.1	2,857
tiars	127	1	0423	24.95	07.5	2,984
shear	127	1	0367	24.95	08.6	3,007
rince	127	1	0404	24.95	07.8	3,095
repot	127	1	0392	24.95	08.1	3,096
sauce	127	1	0444	24.95	07.1	3,101
gorse	127	1	0394	24.95	08.0	3,108
taroc	127	1	0439	24.95	07.2	3,144
piner	127	1	0432	24.95	07.3	3,156
tiger	127	1	0442	24.95	07.2	3,161
mated	127	1	0428	24.95	07.4	3,167
presa	127	1	0358	24.95	08.9	3,171
tides	127	1	0464	24.95	06.8	3,214
inset	127	1	0414	24.95	07.7	3,218
sware	127	1	0403	24.95	07.9	3,222
parge	127	1	0425	24.95	07.5	3,224
sture	127	1	0401	24.95	07.9	3,230
dites	127	1	0464	24.95	06.8	3,243
reman	127	1	0374	24.95	08.5	3,250
tonal	127	1	0425	24.95	07.5	3,284
merit	127	1	0419	24.95	07.6	3,293
penal	127	1	0379	24.95	08.4	3,384
moten	127	1	0396	24.95	08.0	3,393
maned	127	1	0453	24.95	07.0	3,453
altos	127	1	0430	24.95	07.4	3,499
boart	127	1	0478	24.95	06.6	3,504
decal	127	1	0434	24.95	07.3	3,513
brine	127	1	0452	24.95	07.0	3,516
snide	127	1	0464	24.95	06.8	3,526
dines	127	1	0464	24.95	06.8	3,533
cited	127	1	0488	24.95	06.5	3,546
pilar	127	1	0445	24.95	07.1	3,546
roped	127	1	0497	24.95	06.4	3,554
piles	127	1	0455	24.95	07.0	3,556
daint	127	1	0520	24.95	06.1	3,556
doper	127	1	0497	24.95	06.4	3,567
caped	127	1	0465	24.95	06.8	3,597
groat	127	1	0463	24.95	06.8	3,604
molar	127	1	0457	24.95	06.9	3,634
preon	127	1	0401	24.95	07.9	3,640
pedal	127	1	0445	24.95	07.1	3,654
snort	127	1	0507	24.95	06.3	3,681
coned	127	1	0473	24.95	06.7	3,704
turme	127	1	0459	24.95	06.9	3,745
spile	127	1	0455	24.95	07.0	3,770
mired	127	1	0517	24.95	06.1	3,783
rogue	127	1	0412	24.95	07.7	3,793
plead	127	1	0445	24.95	07.1	3,808
ploat	127	1	0474	24.95	06.7	3,831
sheal	127	1	0486	24.95	06.5	3,856
enlit	127	1	0505	24.95	06.3	3,959
geist	127	1	0480	24.95	06.6	4,009
shape	127	1	0451	24.95	07.0	4,085
eruct	127	1	0488	24.95	06.5	4,196
smart	127	1	0562	24.95	05.6	4,214
party	127	1	0545	24.95	05.8	4,230
clast	127	1	0594	24.95	05.3	4,238
grain	127	1	0520	24.95	06.1	4,265
bloat	127	1	0536	24.95	05.9	4,457
court	127	1	0619	24.95	05.1	4,546
crout	127	1	0619	24.95	05.1	4,549
rowed	127	1	0574	24.95	05.5	4,565
spalt	127	1	0614	24.95	05.2	4,602
sieth	127	1	0567	24.95	05.6	4,751
splat	127	1	0614	24.95	05.2	4,785
spirt	127	1	0639	24.95	05.0	4,863
potin	127	1	0680	24.95	04.7	5,212
curst	127	1	0689	24.95	04.6	5,387
hurst	127	1	0753	24.95	04.2	6,296
lares	126	1	0287	25.14	11.0	1,823
aesir	126	1	0240	25.14	13.2	1,960
lores	126	1	0300	25.14	10.6	2,126
dares	126	1	0351	25.14	09.0	2,190
layer	126	1	0271	25.14	11.7	2,235
loner	126	1	0306	25.14	10.4	2,252
neral	126	1	0303	25.14	10.5	2,343
oilet	126	1	0287	25.14	11.0	2,367
toles	126	1	0311	25.14	10.2	2,396
aimer	126	1	0302	25.14	10.5	2,454
antes	126	1	0323	25.14	09.8	2,499
saber	126	1	0372	25.14	08.5	2,510
arpen	126	1	0365	25.14	08.7	2,531
telia	126	1	0296	25.14	10.7	2,542
ceria	126	1	0289	25.14	11.0	2,590
cries	126	1	0369	25.14	08.6	2,639
braes	126	1	0372	25.14	08.5	2,688
urite	126	1	0343	25.14	09.2	2,697
rosed	126	1	0393	25.14	08.1	2,701
dores	126	1	0393	25.14	08.1	2,709
stole	126	1	0356	25.14	08.9	2,712
doser	126	1	0393	25.14	08.1	2,718
lande	126	1	0398	25.14	08.0	2,730
goier	126	1	0354	25.14	09.0	2,755
laird	126	1	0383	25.14	08.3	2,773
crise	126	1	0369	25.14	08.6	2,780
tardo	126	1	0390	25.14	08.1	2,843
shier	126	1	0387	25.14	08.2	2,851
farle	126	1	0401	25.14	07.9	2,867
farse	126	1	0385	25.14	08.2	2,871
inlet	126	1	0383	25.14	08.3	2,924
doles	126	1	0378	25.14	08.4	2,929
resin	126	1	0347	25.14	09.1	2,959
lodes	126	1	0378	25.14	08.4	2,973
radio	126	1	0292	25.14	10.9	2,989
maerl	126	1	0369	25.14	08.6	3,003
miler	126	1	0386	25.14	08.2	3,022
cruel	126	1	0396	25.14	08.0	3,031
licet	126	1	0407	25.14	07.8	3,032
bates	126	1	0392	25.14	08.1	3,047
dance	126	1	0430	25.14	07.4	3,062
madre	126	1	0456	25.14	07.0	3,065
stela	126	1	0408	25.14	07.8	3,125
clies	126	1	0406	25.14	07.8	3,131
salto	126	1	0430	25.14	07.4	3,139
smore	126	1	0389	25.14	08.1	3,161
stied	126	1	0464	25.14	06.8	3,165
blaes	126	1	0391	25.14	08.1	3,217
outen	126	1	0333	25.14	09.5	3,224
roble	126	1	0422	25.14	07.5	3,230
rando	126	1	0405	25.14	07.8	3,231
birse	126	1	0407	25.14	07.8	3,239
sapor	126	1	0448	25.14	07.1	3,244
brose	126	1	0404	25.14	07.8	3,253
tails	126	1	0490	25.14	06.5	3,286
meant	126	1	0423	25.14	07.5	3,291
clair	126	1	0451	25.14	07.0	3,310
droit	126	1	0494	25.14	06.4	3,360
tomen	126	1	0396	25.14	08.0	3,406
aimed	126	1	0378	25.14	08.4	3,422
tepas	126	1	0395	25.14	08.0	3,450
claro	126	1	0433	25.14	07.3	3,478
septa	126	1	0395	25.14	08.0	3,485
gamer	126	1	0449	25.14	07.1	3,488
porta	126	1	0435	25.14	07.3	3,554
panir	126	1	0484	25.14	06.6	3,562
sucre	126	1	0420	25.14	07.5	3,598
doley	126	1	0410	25.14	07.7	3,641
besat	126	1	0407	25.14	07.8	3,651
slake	126	1	0415	25.14	07.6	3,670
twire	126	1	0476	25.14	06.7	3,672
poled	126	1	0484	25.14	06.6	3,688
crake	126	1	0452	25.14	07.0	3,708
rapid	126	1	0467	25.14	06.8	3,731
macle	126	1	0438	25.14	07.2	3,750
hance	126	1	0434	25.14	07.3	3,776
glade	126	1	0485	25.14	06.5	3,783
nigre	126	1	0467	25.14	06.8	3,870
carve	126	1	0496	25.14	06.4	3,947
salop	126	1	0507	25.14	06.3	3,949
bolar	126	1	0482	25.14	06.6	3,976
stain	126	1	0533	25.14	05.9	4,011
deman	126	1	0453	25.14	07.0	4,022
fetal	126	1	0431	25.14	07.4	4,065
roman	126	1	0479	25.14	06.6	4,182
paint	126	1	0580	25.14	05.5	4,199
rabid	126	1	0500	25.14	06.3	4,214
doble	126	1	0536	25.14	05.9	4,284
orbed	126	1	0544	25.14	05.8	4,316
glean	126	1	0469	25.14	06.8	4,355
palis	126	1	0553	25.14	05.7	4,387
plain	126	1	0591	25.14	05.4	4,651
mined	126	1	0562	25.14	05.6	4,705
feist	126	1	0515	25.14	06.2	4,714
posit	126	1	0633	25.14	05.0	4,915
flirt	126	1	0632	25.14	05.0	5,442
algin	126	1	0646	25.14	04.9	5,826
aster	125	1	0319	25.34	09.9	2,077
loser	125	1	0300	25.34	10.6	2,133
adore	125	1	0314	25.34	10.1	2,247
irade	125	1	0311	25.34	10.2	2,276
lanes	125	1	0304	25.34	10.4	2,301
noter	125	1	0344	25.34	09.2	2,335
laide	125	1	0343	25.34	09.2	2,382
ramie	125	1	0302	25.34	10.5	2,391
rathe	125	1	0356	25.34	08.9	2,449
lotes	125	1	0311	25.34	10.2	2,470
solar	125	1	0358	25.34	08.9	2,535
sarod	125	1	0376	25.34	08.4	2,544
tones	125	1	0328	25.34	09.7	2,673
maise	125	1	0360	25.34	08.8	2,680
loper	125	1	0380	25.34	08.3	2,818
segar	125	1	0354	25.34	09.0	2,845
acone	125	1	0350	25.34	09.1	2,846
deary	125	1	0350	25.34	09.1	2,870
hoser	125	1	0373	25.34	08.5	2,888
early	125	1	0363	25.34	08.7	2,889
realm	125	1	0369	25.34	08.6	2,936
samen	125	1	0360	25.34	08.8	2,940
beira	125	1	0312	25.34	10.2	2,968
drant	125	1	0443	25.34	07.2	2,987
renay	125	1	0337	25.34	09.4	2,988
loast	125	1	0430	25.34	07.4	2,989
intel	125	1	0383	25.34	08.3	3,043
runes	125	1	0378	25.34	08.4	3,045
opter	125	1	0392	25.34	08.1	3,052
terga	125	1	0380	25.34	08.3	3,145
smear	125	1	0363	25.34	08.7	3,161
doest	125	1	0387	25.34	08.2	3,189
trend	125	1	0449	25.34	07.1	3,195
ruice	125	1	0381	25.34	08.3	3,201
lacey	125	1	0336	25.34	09.4	3,208
basen	125	1	0387	25.34	08.2	3,210
close	125	1	0425	25.34	07.5	3,213
ripen	125	1	0432	25.34	07.3	3,296
lepta	125	1	0371	25.34	08.5	3,344
heald	125	1	0415	25.34	07.6	3,357
trois	125	1	0462	25.34	06.9	3,363
pause	125	1	0441	25.34	07.2	3,388
ruled	125	1	0437	25.34	07.3	3,391
bated	125	1	0445	25.34	07.1	3,400
hoard	125	1	0439	25.34	07.2	3,446
theor	125	1	0400	25.34	07.9	3,467
actor	125	1	0439	25.34	07.2	3,488
remit	125	1	0419	25.34	07.6	3,498
gator	125	1	0463	25.34	06.8	3,507
lucre	125	1	0396	25.34	08.0	3,510
cruse	125	1	0420	25.34	07.5	3,551
their	125	1	0412	25.34	07.7	3,561
monte	125	1	0419	25.34	07.6	3,607
ticed	125	1	0488	25.34	06.5	3,623
wared	125	1	0504	25.34	06.3	3,660
paced	125	1	0465	25.34	06.8	3,668
feard	125	1	0475	25.34	06.7	3,686
prune	125	1	0453	25.34	07.0	3,756
cutie	125	1	0451	25.34	07.0	3,767
amort	125	1	0470	25.34	06.7	3,785
repin	125	1	0432	25.34	07.3	3,799
orped	125	1	0497	25.34	06.4	3,805
angle	125	1	0414	25.34	07.7	3,811
marid	125	1	0489	25.34	06.5	3,857
smite	125	1	0454	25.34	07.0	3,900
menad	125	1	0453	25.34	07.0	3,926
rubel	125	1	0456	25.34	07.0	3,968
argol	125	1	0454	25.34	07.0	3,974
brule	125	1	0456	25.34	07.0	3,987
bride	125	1	0535	25.34	05.9	4,003
crema	125	1	0425	25.34	07.5	4,023
gride	125	1	0535	25.34	05.9	4,073
colas	125	1	0495	25.34	06.4	4,080
orbat	125	1	0478	25.34	06.6	4,102
pelts	125	1	0464	25.34	06.8	4,206
plute	125	1	0458	25.34	06.9	4,210
broad	125	1	0517	25.34	06.1	4,263
mealy	125	1	0510	25.34	06.2	4,278
tansy	125	1	0583	25.34	05.4	4,283
turon	125	1	0555	25.34	05.7	4,353
duper	125	1	0551	25.34	05.8	4,378
grand	125	1	0576	25.34	05.5	4,523
rebut	125	1	0486	25.34	06.5	4,545
ligne	125	1	0503	25.34	06.3	4,615
pusle	125	1	0512	25.34	06.2	4,816
bilat	125	1	0586	25.34	05.4	4,833
spain	125	1	0580	25.34	05.5	4,882
courd	125	1	0656	25.34	04.8	4,982
feint	125	1	0536	25.34	05.9	5,131
mogar	125	1	0573	25.34	05.5	5,132
fiest	125	1	0566	25.34	05.6	5,260
piton	125	1	0680	25.34	04.7	5,452
deign	125	1	0630	25.34	05.0	5,525
slipt	125	1	0741	25.34	04.3	5,671
split	125	1	0741	25.34	04.3	5,870
chant	125	1	0731	25.34	04.3	6,034
brust	125	1	0745	25.34	04.3	6,227
aures	124	1	0274	25.55	11.6	2,189
coate	124	1	0316	25.55	10.0	2,244
noire	124	1	0294	25.55	10.8	2,294
urase	124	1	0306	25.55	10.4	2,424
route	124	1	0323	25.55	09.8	2,510
lased	124	1	0365	25.55	08.7	2,544
gares	124	1	0354	25.55	09.0	2,544
mares	124	1	0363	25.55	08.7	2,557
loure	124	1	0303	25.55	10.5	2,559
lades	124	1	0365	25.55	08.7	2,615
lutea	124	1	0267	25.55	11.9	2,625
riato	124	1	0297	25.55	10.7	2,639
rouse	124	1	0343	25.55	09.2	2,662
resto	124	1	0328	25.55	09.7	2,713
deals	124	1	0365	25.55	08.7	2,841
sedan	124	1	0358	25.55	08.9	2,862
water	124	1	0416	25.55	07.6	2,933
moler	124	1	0385	25.55	08.2	2,936
coles	124	1	0338	25.55	09.4	2,967
lepra	124	1	0354	25.55	09.0	2,985
manie	124	1	0373	25.55	08.5	3,017
toney	124	1	0339	25.55	09.4	3,116
miser	124	1	0396	25.55	08.0	3,122
arson	124	1	0387	25.55	08.2	3,124
rithe	124	1	0412	25.55	07.7	3,127
ancle	124	1	0369	25.55	08.6	3,150
noted	124	1	0425	25.55	07.5	3,170
recit	124	1	0398	25.55	08.0	3,186
bores	124	1	0404	25.55	07.8	3,209
nurse	124	1	0378	25.55	08.4	3,232
apted	124	1	0399	25.55	07.9	3,246
inert	124	1	0383	25.55	08.3	3,274
tribe	124	1	0445	25.55	07.1	3,292
porey	124	1	0372	25.55	08.5	3,329
lured	124	1	0437	25.55	07.3	3,329
shiel	124	1	0415	25.55	07.6	3,342
liber	124	1	0409	25.55	07.8	3,350
loued	124	1	0406	25.55	07.8	3,352
tules	124	1	0420	25.55	07.5	3,364
botel	124	1	0406	25.55	07.8	3,377
slaid	124	1	0467	25.55	06.8	3,389
rotis	124	1	0462	25.55	06.9	3,404
trapo	124	1	0435	25.55	07.3	3,465
tarte	124	1	0458	25.55	06.9	3,491
dolce	124	1	0455	25.55	07.0	3,505
poste	124	1	0422	25.55	07.5	3,519
ardeb	124	1	0471	25.55	06.7	3,542
meats	124	1	0417	25.55	07.6	3,546
facer	124	1	0444	25.55	07.1	3,556
decor	124	1	0475	25.55	06.7	3,565
speir	124	1	0409	25.55	07.8	3,579
teins	124	1	0441	25.55	07.2	3,581
write	124	1	0476	25.55	06.7	3,629
twier	124	1	0476	25.55	06.7	3,649
luted	124	1	0463	25.55	06.8	3,666
mesal	124	1	0407	25.55	07.8	3,681
muter	124	1	0459	25.55	06.9	3,706
moste	124	1	0438	25.55	07.2	3,708
hider	124	1	0475	25.55	06.7	3,709
rosin	124	1	0481	25.55	06.6	3,710
tains	124	1	0533	25.55	05.9	3,715
grame	124	1	0449	25.55	07.1	3,747
beals	124	1	0410	25.55	07.7	3,758
untie	124	1	0437	25.55	07.3	3,781
swale	124	1	0415	25.55	07.6	3,790
coden	124	1	0473	25.55	06.7	3,835
barge	124	1	0472	25.55	06.7	3,850
goral	124	1	0454	25.55	07.0	3,882
labor	124	1	0482	25.55	06.6	3,900
scart	124	1	0528	25.55	06.0	3,920
luger	124	1	0437	25.55	07.3	3,923
bluer	124	1	0456	25.55	07.0	3,925
speal	124	1	0460	25.55	06.9	3,931
terne	124	1	0548	25.55	05.8	3,980
porge	124	1	0490	25.55	06.5	3,984
prian	124	1	0484	25.55	06.6	3,985
crude	124	1	0519	25.55	06.1	4,033
spean	124	1	0468	25.55	06.8	4,037
moled	124	1	0502	25.55	06.3	4,037
stein	124	1	0503	25.55	06.3	4,063
stipe	124	1	0485	25.55	06.5	4,066
lobar	124	1	0482	25.55	06.6	4,066
treen	124	1	0548	25.55	05.8	4,109
demot	124	1	0481	25.55	06.6	4,118
minse	124	1	0487	25.55	06.5	4,164
argil	124	1	0480	25.55	06.6	4,172
leach	124	1	0454	25.55	07.0	4,177
tuple	124	1	0458	25.55	06.9	4,187
brast	124	1	0558	25.55	05.7	4,199
trash	124	1	0563	25.55	05.6	4,225
torus	124	1	0557	25.55	05.7	4,283
morna	124	1	0479	25.55	06.6	4,285
waned	124	1	0524	25.55	06.1	4,290
crept	124	1	0472	25.55	06.7	4,305
plant	124	1	0568	25.55	05.6	4,328
grein	124	1	0467	25.55	06.8	4,346
antis	124	1	0533	25.55	05.9	4,386
bagel	124	1	0503	25.55	06.3	4,389
pules	124	1	0504	25.55	06.3	4,399
titre	124	1	0527	25.55	06.0	4,438
lobed	124	1	0536	25.55	05.9	4,461
fired	124	1	0561	25.55	05.7	4,475
spice	124	1	0495	25.55	06.4	4,477
rebid	124	1	0535	25.55	05.9	4,482
plaid	124	1	0574	25.55	05.5	4,492
reest	124	1	0551	25.55	05.8	4,675
organ	124	1	0495	25.55	06.4	4,688
morah	124	1	0541	25.55	05.9	4,828
duple	124	1	0574	25.55	05.5	4,828
plats	124	1	0614	25.55	05.2	4,861
spent	124	1	0553	25.55	05.7	4,928
treed	124	1	0654	25.55	04.8	5,014
point	124	1	0680	25.55	04.7	5,084
shirt	124	1	0652	25.55	04.9	5,218
giron	124	1	0641	25.55	04.9	5,308
dinge	124	1	0630	25.55	05.0	5,318
crust	124	1	0689	25.55	04.6	5,356
blued	124	1	0630	25.55	05.0	5,488
albid	124	1	0624	25.55	05.1	5,698
align	124	1	0646	25.55	04.9	5,736
torch	124	1	0703	25.55	04.5	5,801
burst	124	1	0745	25.55	04.3	6,411
south	124	1	0803	25.55	04.0	6,649
bugle	124	1	0645	25.55	04.9	7,076
terai	123	1	0277	25.76	11.4	2,202
todea	123	1	0292	25.76	10.9	2,324
hares	123	1	0331	25.76	09.6	2,432
ruote	123	1	0323	25.76	09.8	2,553
aides	123	1	0302	25.76	10.5	2,553
serac	123	1	0329	25.76	09.6	2,637
soral	123	1	0358	25.76	08.9	2,676
stade	123	1	0361	25.76	08.8	2,727
riley	123	1	0282	25.76	11.2	2,731
tesla	123	1	0354	25.76	09.0	2,741
namer	123	1	0374	25.76	08.5	2,757
saree	123	1	0439	25.76	07.2	2,769
lures	123	1	0348	25.76	09.1	2,789
rodes	123	1	0393	25.76	08.1	2,830
recta	123	1	0347	25.76	09.1	2,849
raits	123	1	0423	25.76	07.5	2,860
coset	123	1	0348	25.76	09.1	2,861
lathe	123	1	0352	25.76	09.0	2,872
renos	123	1	0316	25.76	10.0	2,901
soger	123	1	0394	25.76	08.0	2,927
resod	123	1	0393	25.76	08.1	2,932
vaire	123	1	0367	25.76	08.6	2,955
onset	123	1	0328	25.76	09.7	3,008
stone	123	1	0395	25.76	08.0	3,028
mante	123	1	0367	25.76	08.6	3,034
aglet	123	1	0369	25.76	08.6	3,050
mores	123	1	0389	25.76	08.1	3,084
tabes	123	1	0392	25.76	08.1	3,090
elain	123	1	0406	25.76	07.8	3,098
tines	123	1	0414	25.76	07.7	3,104
snead	123	1	0358	25.76	08.9	3,121
auger	123	1	0329	25.76	09.6	3,128
motel	123	1	0374	25.76	08.5	3,139
teils	123	1	0391	25.76	08.1	3,174
moner	123	1	0399	25.76	07.9	3,208
nites	123	1	0414	25.76	07.7	3,227
peril	123	1	0393	25.76	08.1	3,231
minae	123	1	0373	25.76	08.5	3,236
eland	123	1	0398	25.76	08.0	3,247
bears	123	1	0372	25.76	08.5	3,247
cones	123	1	0345	25.76	09.2	3,268
nadir	123	1	0439	25.76	07.2	3,275
coted	123	1	0432	25.76	07.3	3,298
rhine	123	1	0399	25.76	07.9	3,327
tolas	123	1	0430	25.76	07.4	3,350
stern	123	1	0369	25.76	08.6	3,393
grise	123	1	0405	25.76	07.8	3,397
sepad	123	1	0411	25.76	07.7	3,434
trios	123	1	0462	25.76	06.9	3,441
dures	123	1	0459	25.76	06.9	3,446
santo	123	1	0462	25.76	06.9	3,463
grape	123	1	0425	25.76	07.5	3,493
fared	123	1	0475	25.76	06.7	3,506
trild	123	1	0458	25.76	06.9	3,510
regot	123	1	0426	25.76	07.4	3,511
recon	123	1	0380	25.76	08.3	3,519
entia	123	1	0399	25.76	07.9	3,521
meals	123	1	0407	25.76	07.8	3,553
outed	123	1	0391	25.76	08.1	3,557
camel	123	1	0438	25.76	07.2	3,562
sural	123	1	0443	25.76	07.2	3,563
heron	123	1	0385	25.76	08.2	3,573
feral	123	1	0401	25.76	07.9	3,590
urent	123	1	0405	25.76	07.8	3,591
steil	123	1	0441	25.76	07.2	3,608
pesta	123	1	0395	25.76	08.0	3,636
pride	123	1	0509	25.76	06.2	3,640
dream	123	1	0456	25.76	07.0	3,640
fader	123	1	0475	25.76	06.7	3,641
boles	123	1	0408	25.76	07.8	3,683
heats	123	1	0429	25.76	07.4	3,708
perts	123	1	0449	25.76	07.1	3,711
smote	123	1	0438	25.76	07.2	3,721
spuer	123	1	0464	25.76	06.8	3,737
dital	123	1	0471	25.76	06.7	3,747
peaty	123	1	0457	25.76	06.9	3,776
nipet	123	1	0477	25.76	06.6	3,785
tauld	123	1	0523	25.76	06.1	3,804
baned	123	1	0486	25.76	06.5	3,814
dault	123	1	0523	25.76	06.1	3,823
brame	123	1	0476	25.76	06.7	3,824
bonie	123	1	0458	25.76	06.9	3,868
scrat	123	1	0528	25.76	06.0	3,875
blite	123	1	0463	25.76	06.8	3,893
corda	123	1	0462	25.76	06.9	3,925
proem	123	1	0497	25.76	06.4	3,927
tians	123	1	0533	25.76	05.9	3,933
danio	123	1	0389	25.76	08.1	3,935
cream	123	1	0425	25.76	07.5	3,952
maple	123	1	0459	25.76	06.9	3,975
tarps	123	1	0553	25.76	05.7	4,016
siped	123	1	0531	25.76	06.0	4,041
viler	123	1	0470	25.76	06.7	4,050
peasy	123	1	0480	25.76	06.6	4,062
sithe	123	1	0477	25.76	06.6	4,096
teres	123	1	0551	25.76	05.8	4,126
boral	123	1	0482	25.76	06.6	4,133
surge	123	1	0459	25.76	06.9	4,177
cital	123	1	0535	25.76	05.9	4,186
traps	123	1	0553	25.76	05.7	4,197
shtar	123	1	0563	25.76	05.6	4,203
waled	123	1	0528	25.76	06.0	4,204
mesto	123	1	0460	25.76	06.9	4,246
brain	123	1	0516	25.76	06.1	4,274
coapt	123	1	0541	25.76	05.9	4,354
meint	123	1	0510	25.76	06.2	4,355
bardo	123	1	0517	25.76	06.1	4,377
breid	123	1	0535	25.76	05.9	4,399
limed	123	1	0540	25.76	05.9	4,445
taish	123	1	0592	25.76	05.4	4,472
filar	123	1	0510	25.76	06.2	4,560
wried	123	1	0577	25.76	05.5	4,625
boned	123	1	0541	25.76	05.9	4,632
plein	123	1	0522	25.76	06.1	4,676
prion	123	1	0583	25.76	05.4	4,679
plets	123	1	0508	25.76	06.2	4,704
guile	123	1	0528	25.76	06.0	4,714
lapin	123	1	0591	25.76	05.4	4,716
dower	123	1	0574	25.76	05.5	4,717
puled	123	1	0574	25.76	05.5	4,746
belay	123	1	0515	25.76	06.2	4,909
theca	123	1	0527	25.76	06.0	4,956
chard	123	1	0604	25.76	05.3	5,097
bield	123	1	0575	25.76	05.5	5,103
blast	123	1	0648	25.76	04.9	5,137
shute	123	1	0540	25.76	05.9	5,227
gault	123	1	0658	25.76	04.8	5,277
faint	123	1	0654	25.76	04.8	5,315
pitso	123	1	0633	25.76	05.0	5,374
palsy	123	1	0691	25.76	04.6	5,606
algid	123	1	0633	25.76	05.0	5,632
macon	123	1	0641	25.76	04.9	5,735
spilt	123	1	0741	25.76	04.3	5,841
reais	122	1	0240	25.97	13.2	2,084
roles	122	1	0300	25.97	10.6	2,182
reals	122	1	0287	25.97	11.0	2,254
ocrea	122	1	0282	25.97	11.2	2,493
rapes	122	1	0353	25.97	09.0	2,528
dears	122	1	0351	25.97	09.0	2,542
reads	122	1	0351	25.97	09.0	2,625
rouen	122	1	0332	25.97	09.5	2,726
